"Tarih","Saat","Pozitif Dengesizlik Miktarý (MWh)","Negatif Dengesizlik Miktarý (MWh)"
"04/01/2019","21:00","1.885,33","-526,87"
"04/01/2019","22:00","2.135,26","-460,43"
"04/01/2019","23:00","1.983,41","-276,75"
"05/01/2019","00:00","1.976,76","-277,71"
"05/01/2019","01:00","1.554,16","-365,92"
"05/01/2019","02:00","1.509,72","-300,64"
"05/01/2019","03:00","1.600,69","-341,39"
"05/01/2019","04:00","1.361,29","-524,15"
"05/01/2019","05:00","1.620,52","-350,64"
"05/01/2019","06:00","1.895,25","-344,01"
"05/01/2019","07:00","1.748,88","-295,52"
"05/01/2019","08:00","1.959,35","-448,78"
"05/01/2019","09:00","2.335,14","-520,91"
"05/01/2019","10:00","2.083,26","-711,30"
"05/01/2019","11:00","1.678,16","-1.096,45"
"05/01/2019","12:00","1.412,03","-1.188,55"
"05/01/2019","13:00","1.551,61","-1.440,69"
"05/01/2019","14:00","1.585,03","-1.416,81"
"05/01/2019","15:00","1.686,09","-1.200,08"
"05/01/2019","16:00","1.687,07","-1.272,02"
"05/01/2019","17:00","2.299,01","-963,12"
"05/01/2019","18:00","1.747,79","-992,87"
"05/01/2019","19:00","1.847,47","-1.007,98"
"05/01/2019","20:00","1.835,48","-1.231,09"
"05/01/2019","21:00","1.793,28","-1.041,21"
"05/01/2019","22:00","1.985,22","-1.178,83"
"05/01/2019","23:00","2.177,09","-1.577,14"
"06/01/2019","00:00","1.775,69","-1.287,94"
"06/01/2019","01:00","1.393,37","-1.492,61"
"06/01/2019","02:00","1.187,51","-1.244,26"
"06/01/2019","03:00","1.443,65","-1.266,93"
"06/01/2019","04:00","1.039,04","-1.022,76"
"06/01/2019","05:00","1.005,53","-961,87"
"06/01/2019","06:00","952,09","-945,00"
"06/01/2019","07:00","1.231,82","-1.189,07"
"06/01/2019","08:00","1.640,64","-1.138,06"
"06/01/2019","09:00","1.759,45","-1.175,55"
"06/01/2019","10:00","2.072,41","-1.225,13"
"06/01/2019","11:00","1.444,30","-1.292,96"
"06/01/2019","12:00","898,69","-1.548,81"
"06/01/2019","13:00","890,38","-1.574,81"
"06/01/2019","14:00","738,33","-1.860,40"
"06/01/2019","15:00","650,75","-1.850,04"
"06/01/2019","16:00","671,69","-1.834,22"
"06/01/2019","17:00","1.300,23","-1.565,72"
"06/01/2019","18:00","1.716,64","-1.808,69"
"06/01/2019","19:00","1.164,73","-1.935,72"
"06/01/2019","20:00","1.241,07","-1.880,85"
"06/01/2019","21:00","1.271,30","-1.737,56"
"06/01/2019","22:00","1.212,85","-1.569,05"
"06/01/2019","23:00","1.301,84","-1.660,51"
"07/01/2019","00:00","2.013,38","-750,28"
"07/01/2019","01:00","1.496,25","-1.098,58"
"07/01/2019","02:00","1.265,56","-848,67"
"07/01/2019","03:00","1.467,59","-874,57"
"07/01/2019","04:00","929,92","-1.344,29"
"07/01/2019","05:00","946,91","-1.277,70"
"07/01/2019","06:00","813,11","-1.323,49"
"07/01/2019","07:00","823,52","-1.570,10"
"07/01/2019","08:00","762,76","-2.384,13"
"07/01/2019","09:00","662,83","-2.715,84"
"07/01/2019","10:00","776,53","-2.946,36"
"07/01/2019","11:00","1.051,50","-2.881,42"
"07/01/2019","12:00","893,01","-2.641,08"
"07/01/2019","13:00","842,19","-2.605,59"
"07/01/2019","14:00","746,83","-2.662,97"
"07/01/2019","15:00","577,24","-2.606,16"
"07/01/2019","16:00","533,87","-2.797,62"
"07/01/2019","17:00","765,69","-2.350,80"
"07/01/2019","18:00","752,68","-2.142,91"
"07/01/2019","19:00","930,33","-2.067,99"
"07/01/2019","20:00","998,45","-1.103,41"
"07/01/2019","21:00","1.126,78","-1.100,40"
"07/01/2019","22:00","1.244,10","-894,39"
"07/01/2019","23:00","1.201,13","-1.326,23"
"08/01/2019","00:00","1.380,14","-862,36"
"08/01/2019","01:00","864,04","-888,59"
"08/01/2019","02:00","672,08","-723,48"
"08/01/2019","03:00","885,18","-910,80"
"08/01/2019","04:00","675,44","-688,19"
"08/01/2019","05:00","615,60","-627,55"
"08/01/2019","06:00","799,33","-765,75"
"08/01/2019","07:00","1.277,87","-1.269,81"
"08/01/2019","08:00","746,52","-1.815,19"
"08/01/2019","09:00","583,05","-2.030,94"
"08/01/2019","10:00","548,32","-2.309,64"
"08/01/2019","11:00","585,40","-2.544,16"
"08/01/2019","12:00","556,64","-2.634,30"
"08/01/2019","13:00","600,90","-2.305,36"
"08/01/2019","14:00","582,94","-2.322,45"
"08/01/2019","15:00","509,73","-2.385,76"
"08/01/2019","16:00","550,27","-2.310,68"
"08/01/2019","17:00","829,01","-2.372,92"
"08/01/2019","18:00","927,33","-2.023,23"
"08/01/2019","19:00","1.315,82","-1.823,56"
"08/01/2019","20:00","1.470,96","-1.639,03"
"08/01/2019","21:00","1.495,83","-1.672,58"
"08/01/2019","22:00","1.768,62","-1.494,57"
"08/01/2019","23:00","1.641,26","-1.580,38"
"09/01/2019","00:00","1.978,75","-834,84"
"09/01/2019","01:00","1.197,91","-1.088,32"
"09/01/2019","02:00","1.346,18","-1.162,35"
"09/01/2019","03:00","1.621,46","-1.226,19"
"09/01/2019","04:00","1.266,78","-1.058,42"
"09/01/2019","05:00","990,42","-1.241,78"
"09/01/2019","06:00","871,11","-1.984,13"
"09/01/2019","07:00","940,95","-1.980,55"
"09/01/2019","08:00","1.124,84","-2.012,31"
"09/01/2019","09:00","1.213,97","-2.163,01"
"09/01/2019","10:00","1.125,56","-2.106,84"
"09/01/2019","11:00","1.365,73","-2.046,12"
"09/01/2019","12:00","1.370,81","-1.984,05"
"09/01/2019","13:00","1.719,16","-1.103,31"
"09/01/2019","14:00","1.776,30","-1.429,63"
"09/01/2019","15:00","1.869,81","-1.005,25"
"09/01/2019","16:00","1.679,77","-525,73"
"09/01/2019","17:00","2.151,78","-504,41"
"09/01/2019","18:00","1.982,75","-541,71"
"09/01/2019","19:00","1.630,77","-546,37"
"09/01/2019","20:00","1.353,91","-1.545,41"
"09/01/2019","21:00","1.092,67","-1.288,79"
"09/01/2019","22:00","1.403,99","-775,18"
"09/01/2019","23:00","1.910,45","-1.364,69"
"10/01/2019","00:00","1.657,19","-582,81"
"10/01/2019","01:00","1.496,30","-568,99"
"10/01/2019","02:00","1.679,66","-666,94"
"10/01/2019","03:00","2.202,34","-956,67"
"10/01/2019","04:00","2.456,48","-802,83"
"10/01/2019","05:00","2.421,52","-757,43"
"10/01/2019","06:00","1.891,46","-673,00"
"10/01/2019","07:00","1.596,63","-1.343,11"
"10/01/2019","08:00","1.432,06","-1.432,02"
"10/01/2019","09:00","1.462,22","-1.413,03"
"10/01/2019","10:00","1.336,45","-1.292,42"
"10/01/2019","11:00","1.175,44","-1.376,48"
"10/01/2019","12:00","1.070,63","-1.234,95"
"10/01/2019","13:00","908,04","-1.150,31"
"10/01/2019","14:00","1.090,42","-1.123,86"
"10/01/2019","15:00","1.070,65","-891,78"
"10/01/2019","16:00","1.471,48","-643,33"
"10/01/2019","17:00","1.787,99","-630,86"
"10/01/2019","18:00","1.733,88","-659,32"
"10/01/2019","19:00","1.542,74","-754,66"
"10/01/2019","20:00","1.376,01","-670,78"
"10/01/2019","21:00","1.467,06","-746,70"
"10/01/2019","22:00","1.439,75","-1.039,75"
"10/01/2019","23:00","1.914,05","-1.047,15"
"11/01/2019","00:00","1.512,17","-428,65"
"11/01/2019","01:00","1.020,83","-551,91"
"11/01/2019","02:00","1.290,56","-495,45"
"11/01/2019","03:00","1.851,91","-604,31"
"11/01/2019","04:00","2.226,69","-474,69"
"11/01/2019","05:00","1.803,76","-448,80"
"11/01/2019","06:00","1.144,84","-650,23"
"11/01/2019","07:00","1.111,94","-1.238,84"
"11/01/2019","08:00","1.055,30","-1.773,05"
"11/01/2019","09:00","1.332,62","-1.862,15"
"11/01/2019","10:00","1.207,02","-1.719,86"
"11/01/2019","11:00","1.283,00","-1.318,25"
"11/01/2019","12:00","996,71","-856,81"
"11/01/2019","13:00","1.110,79","-884,28"
"11/01/2019","14:00","1.134,82","-972,90"
"11/01/2019","15:00","1.276,98","-935,18"
"11/01/2019","16:00","1.185,18","-926,79"
"11/01/2019","17:00","1.315,34","-1.327,51"
"11/01/2019","18:00","1.439,89","-1.340,66"
"11/01/2019","19:00","1.309,88","-1.320,26"
"11/01/2019","20:00","1.475,90","-1.472,17"
"11/01/2019","21:00","1.574,36","-1.516,38"
"11/01/2019","22:00","1.706,33","-1.503,99"
"11/01/2019","23:00","1.934,34","-1.835,10"
"12/01/2019","00:00","1.370,76","-1.138,01"
"12/01/2019","01:00","879,03","-885,72"
"12/01/2019","02:00","783,00","-843,31"
"12/01/2019","03:00","1.013,12","-1.009,98"
"12/01/2019","04:00","794,24","-780,05"
"12/01/2019","05:00","899,83","-875,11"
"12/01/2019","06:00","1.029,65","-1.003,94"
"12/01/2019","07:00","1.358,53","-1.341,66"
"12/01/2019","08:00","1.297,45","-1.495,88"
"12/01/2019","09:00","1.435,00","-1.970,23"
"12/01/2019","10:00","1.555,39","-1.436,27"
"12/01/2019","11:00","1.404,18","-1.398,96"
"12/01/2019","12:00","1.268,87","-1.307,90"
"12/01/2019","13:00","1.261,46","-1.292,37"
"12/01/2019","14:00","1.338,10","-1.378,39"
"12/01/2019","15:00","1.306,11","-1.370,48"
"12/01/2019","16:00","1.538,83","-1.579,13"
"12/01/2019","17:00","1.683,72","-1.367,82"
"12/01/2019","18:00","1.456,52","-1.655,88"
"12/01/2019","19:00","1.406,07","-1.166,89"
"12/01/2019","20:00","1.437,54","-1.078,99"
"12/01/2019","21:00","1.404,07","-1.093,26"
"12/01/2019","22:00","1.335,48","-977,21"
"12/01/2019","23:00","1.650,74","-869,65"
"13/01/2019","00:00","1.561,93","-758,79"
"13/01/2019","01:00","976,82","-1.239,64"
"13/01/2019","02:00","809,49","-780,73"
"13/01/2019","03:00","1.065,04","-1.010,85"
"13/01/2019","04:00","994,20","-975,39"
"13/01/2019","05:00","976,90","-1.024,26"
"13/01/2019","06:00","801,65","-1.046,90"
"13/01/2019","07:00","897,45","-1.156,92"
"13/01/2019","08:00","1.250,92","-760,30"
"13/01/2019","09:00","1.500,71","-593,71"
"13/01/2019","10:00","1.580,52","-1.091,70"
"13/01/2019","11:00","1.180,37","-1.680,39"
"13/01/2019","12:00","1.158,84","-1.822,42"
"13/01/2019","13:00","1.022,49","-2.097,19"
"13/01/2019","14:00","1.013,16","-1.896,16"
"13/01/2019","15:00","844,36","-1.662,59"
"13/01/2019","16:00","752,94","-2.121,14"
"13/01/2019","17:00","1.208,19","-1.991,60"
"13/01/2019","18:00","1.299,06","-1.401,11"
"13/01/2019","19:00","1.232,62","-1.233,25"
"13/01/2019","20:00","1.225,21","-1.166,48"
"13/01/2019","21:00","1.262,32","-1.126,71"
"13/01/2019","22:00","1.344,02","-1.067,15"
"13/01/2019","23:00","1.353,50","-1.030,73"
"14/01/2019","00:00","1.599,97","-408,57"
"14/01/2019","01:00","1.566,04","-736,05"
"14/01/2019","02:00","1.703,53","-843,52"
"14/01/2019","03:00","1.745,85","-931,16"
"14/01/2019","04:00","1.624,13","-783,56"
"14/01/2019","05:00","1.624,50","-768,84"
"14/01/2019","06:00","1.761,69","-840,75"
"14/01/2019","07:00","1.521,61","-741,39"
"14/01/2019","08:00","740,95","-1.573,87"
"14/01/2019","09:00","1.137,54","-1.080,70"
"14/01/2019","10:00","1.525,28","-1.593,79"
"14/01/2019","11:00","1.390,58","-1.740,01"
"14/01/2019","12:00","1.446,26","-1.883,98"
"14/01/2019","13:00","1.602,37","-2.099,29"
"14/01/2019","14:00","1.274,29","-2.155,33"
"14/01/2019","15:00","1.219,13","-2.054,58"
"14/01/2019","16:00","1.446,71","-1.729,40"
"14/01/2019","17:00","1.389,17","-1.370,24"
"14/01/2019","18:00","1.504,69","-1.327,39"
"14/01/2019","19:00","1.584,92","-1.427,51"
"14/01/2019","20:00","1.496,88","-1.471,94"
"14/01/2019","21:00","1.588,02","-1.039,57"
"14/01/2019","22:00","1.841,33","-991,29"
"14/01/2019","23:00","2.105,84","-951,36"
"15/01/2019","00:00","1.778,57","-537,52"
"15/01/2019","01:00","1.160,89","-896,94"
"15/01/2019","02:00","1.033,57","-735,67"
"15/01/2019","03:00","1.065,02","-739,03"
"15/01/2019","04:00","812,06","-673,04"
"15/01/2019","05:00","983,88","-722,81"
"15/01/2019","06:00","1.141,70","-1.140,76"
"15/01/2019","07:00","895,64","-1.809,14"
"15/01/2019","08:00","804,74","-1.992,03"
"15/01/2019","09:00","1.198,80","-2.098,31"
"15/01/2019","10:00","1.135,38","-2.293,05"
"15/01/2019","11:00","1.083,54","-1.816,68"
"15/01/2019","12:00","865,75","-1.915,43"
"15/01/2019","13:00","698,39","-1.839,47"
"15/01/2019","14:00","736,68","-2.301,68"
"15/01/2019","15:00","697,53","-1.982,63"
"15/01/2019","16:00","703,28","-1.695,55"
"15/01/2019","17:00","1.364,64","-1.928,89"
"15/01/2019","18:00","1.922,61","-1.877,19"
"15/01/2019","19:00","2.131,37","-1.019,42"
"15/01/2019","20:00","1.831,33","-1.065,45"
"15/01/2019","21:00","2.208,81","-1.480,42"
"15/01/2019","22:00","2.130,11","-1.217,09"
"15/01/2019","23:00","2.276,17","-1.448,44"
"16/01/2019","00:00","2.178,12","-765,64"
"16/01/2019","01:00","1.831,64","-750,40"
"16/01/2019","02:00","1.853,03","-733,73"
"16/01/2019","03:00","1.961,91","-939,38"
"16/01/2019","04:00","1.962,18","-918,27"
"16/01/2019","05:00","2.180,51","-985,98"
"16/01/2019","06:00","2.198,52","-748,81"
"16/01/2019","07:00","3.138,06","-484,92"
"16/01/2019","08:00","2.815,46","-1.201,93"
"16/01/2019","09:00","2.488,03","-724,41"
"16/01/2019","10:00","2.427,36","-923,04"
"16/01/2019","11:00","2.008,41","-1.599,94"
"16/01/2019","12:00","1.414,74","-1.952,51"
"16/01/2019","13:00","952,16","-1.474,31"
"16/01/2019","14:00","1.317,59","-1.512,34"
"16/01/2019","15:00","1.392,31","-925,50"
"16/01/2019","16:00","1.566,16","-914,11"
"16/01/2019","17:00","1.776,00","-1.089,48"
"16/01/2019","18:00","1.394,67","-862,90"
"16/01/2019","19:00","962,00","-793,16"
"16/01/2019","20:00","1.030,73","-1.436,80"
"16/01/2019","21:00","751,19","-1.145,22"
"16/01/2019","22:00","939,03","-1.011,77"
"16/01/2019","23:00","1.224,74","-692,44"
"17/01/2019","00:00","1.413,72","-511,80"
"17/01/2019","01:00","877,79","-758,42"
"17/01/2019","02:00","941,74","-438,66"
"17/01/2019","03:00","1.047,43","-473,98"
"17/01/2019","04:00","1.151,53","-512,99"
"17/01/2019","05:00","1.138,21","-541,57"
"17/01/2019","06:00","1.215,79","-748,79"
"17/01/2019","07:00","1.138,38","-1.988,46"
"17/01/2019","08:00","752,12","-1.252,91"
"17/01/2019","09:00","894,50","-1.299,60"
"17/01/2019","10:00","674,93","-1.308,25"
"17/01/2019","11:00","902,58","-1.217,55"
"17/01/2019","12:00","1.269,49","-972,01"
"17/01/2019","13:00","1.679,89","-815,40"
"17/01/2019","14:00","1.763,25","-678,39"
"17/01/2019","15:00","2.092,83","-559,47"
"17/01/2019","16:00","2.349,86","-636,63"
"17/01/2019","17:00","1.731,19","-612,12"
"17/01/2019","18:00","1.084,90","-579,15"
"17/01/2019","19:00","710,09","-545,20"
"17/01/2019","20:00","1.404,50","-471,83"
"17/01/2019","21:00","1.833,49","-395,49"
"17/01/2019","22:00","1.307,56","-468,26"
"17/01/2019","23:00","876,85","-787,92"
"18/01/2019","00:00","939,57","-607,18"
"18/01/2019","01:00","604,13","-482,11"
"18/01/2019","02:00","694,38","-475,54"
"18/01/2019","03:00","743,70","-579,46"
"18/01/2019","04:00","755,17","-480,26"
"18/01/2019","05:00","1.062,41","-699,03"
"18/01/2019","06:00","1.193,04","-1.095,19"
"18/01/2019","07:00","534,48","-1.257,06"
"18/01/2019","08:00","461,95","-1.293,54"
"18/01/2019","09:00","635,30","-1.220,17"
"18/01/2019","10:00","740,79","-1.250,93"
"18/01/2019","11:00","994,03","-882,69"
"18/01/2019","12:00","1.929,36","-541,12"
"18/01/2019","13:00","1.858,36","-671,44"
"18/01/2019","14:00","2.000,81","-734,88"
"18/01/2019","15:00","1.664,02","-1.194,46"
"18/01/2019","16:00","1.449,99","-485,93"
"18/01/2019","17:00","1.453,12","-885,37"
"18/01/2019","18:00","1.197,01","-816,05"
"18/01/2019","19:00","1.207,24","-800,61"
"18/01/2019","20:00","1.186,19","-922,01"
"18/01/2019","21:00","1.329,84","-1.016,96"
"18/01/2019","22:00","1.235,90","-1.131,44"
"18/01/2019","23:00","1.354,08","-760,76"
"19/01/2019","00:00","1.320,87","-927,22"
"19/01/2019","01:00","706,43","-683,35"
"19/01/2019","02:00","675,57","-651,55"
"19/01/2019","03:00","635,04","-572,00"
"19/01/2019","04:00","669,76","-627,31"
"19/01/2019","05:00","534,45","-701,14"
"19/01/2019","06:00","398,06","-1.524,19"
"19/01/2019","07:00","619,36","-1.746,89"
"19/01/2019","08:00","409,71","-1.868,57"
"19/01/2019","09:00","497,64","-1.415,58"
"19/01/2019","10:00","926,79","-1.517,32"
"19/01/2019","11:00","1.412,29","-1.241,56"
"19/01/2019","12:00","1.559,13","-850,90"
"19/01/2019","13:00","1.537,03","-765,57"
"19/01/2019","14:00","1.582,65","-864,44"
"19/01/2019","15:00","1.337,35","-1.072,30"
"19/01/2019","16:00","1.615,19","-985,24"
"19/01/2019","17:00","1.601,10","-687,19"
"19/01/2019","18:00","1.056,27","-973,26"
"19/01/2019","19:00","771,14","-978,20"
"19/01/2019","20:00","685,99","-1.216,62"
"19/01/2019","21:00","701,68","-1.324,26"
"19/01/2019","22:00","670,67","-1.208,99"
"19/01/2019","23:00","654,75","-729,36"
"20/01/2019","00:00","787,16","-835,01"
"20/01/2019","01:00","737,96","-762,66"
"20/01/2019","02:00","755,45","-708,56"
"20/01/2019","03:00","1.029,90","-794,14"
"20/01/2019","04:00","828,17","-663,25"
"20/01/2019","05:00","769,78","-742,16"
"20/01/2019","06:00","787,27","-753,00"
"20/01/2019","07:00","640,17","-666,35"
"20/01/2019","08:00","1.518,66","-628,25"
"20/01/2019","09:00","2.655,35","-458,37"
"20/01/2019","10:00","2.438,97","-580,91"
"20/01/2019","11:00","2.164,38","-599,16"
"20/01/2019","12:00","2.454,41","-697,13"
"20/01/2019","13:00","2.557,13","-655,39"
"20/01/2019","14:00","2.395,18","-475,99"
"20/01/2019","15:00","2.673,66","-468,63"
"20/01/2019","16:00","1.966,88","-407,43"
"20/01/2019","17:00","2.068,86","-711,20"
"20/01/2019","18:00","1.436,00","-755,59"
"20/01/2019","19:00","1.528,69","-646,59"
"20/01/2019","20:00","1.555,43","-1.033,11"
"20/01/2019","21:00","1.557,25","-960,79"
"20/01/2019","22:00","1.911,46","-919,69"
"20/01/2019","23:00","1.639,07","-758,60"
"21/01/2019","00:00","1.553,72","-1.175,09"
"21/01/2019","01:00","1.068,64","-861,74"
"21/01/2019","02:00","1.107,38","-785,39"
"21/01/2019","03:00","867,56","-596,81"
"21/01/2019","04:00","924,41","-605,54"
"21/01/2019","05:00","1.021,70","-605,69"
"21/01/2019","06:00","1.802,16","-853,01"
"21/01/2019","07:00","2.014,23","-834,12"
"21/01/2019","08:00","1.768,27","-1.231,42"
"21/01/2019","09:00","1.127,56","-1.540,59"
"21/01/2019","10:00","921,71","-1.465,80"
"21/01/2019","11:00","1.277,53","-1.579,49"
"21/01/2019","12:00","910,16","-1.967,33"
"21/01/2019","13:00","670,03","-1.775,73"
"21/01/2019","14:00","451,98","-1.625,09"
"21/01/2019","15:00","441,34","-1.528,00"
"21/01/2019","16:00","594,51","-1.521,84"
"21/01/2019","17:00","1.081,71","-942,52"
"21/01/2019","18:00","1.151,82","-602,36"
"21/01/2019","19:00","1.296,58","-499,05"
"21/01/2019","20:00","1.141,48","-557,26"
"21/01/2019","21:00","1.213,74","-595,06"
"21/01/2019","22:00","1.552,25","-518,18"
"21/01/2019","23:00","1.663,72","-509,80"
"22/01/2019","00:00","1.551,23","-350,78"
"22/01/2019","01:00","1.225,60","-268,63"
"22/01/2019","02:00","1.060,39","-222,01"
"22/01/2019","03:00","1.158,16","-268,25"
"22/01/2019","04:00","1.038,82","-253,98"
"22/01/2019","05:00","1.277,06","-357,82"
"22/01/2019","06:00","1.388,17","-304,59"
"22/01/2019","07:00","1.234,54","-751,28"
"22/01/2019","08:00","1.354,61","-319,28"
"22/01/2019","09:00","872,94","-715,40"
"22/01/2019","10:00","1.029,44","-766,93"
"22/01/2019","11:00","1.118,76","-885,52"
"22/01/2019","12:00","1.141,85","-974,05"
"22/01/2019","13:00","1.304,15","-1.207,41"
"22/01/2019","14:00","1.127,31","-1.050,94"
"22/01/2019","15:00","1.195,64","-1.113,92"
"22/01/2019","16:00","1.309,66","-1.160,42"
"22/01/2019","17:00","1.309,32","-1.109,82"
"22/01/2019","18:00","1.218,40","-1.006,71"
"22/01/2019","19:00","1.086,08","-806,68"
"22/01/2019","20:00","1.280,18","-671,52"
"22/01/2019","21:00","1.177,02","-737,85"
"22/01/2019","22:00","1.491,48","-559,07"
"22/01/2019","23:00","1.857,89","-280,73"
"23/01/2019","00:00","1.641,30","-454,32"
"23/01/2019","01:00","1.270,06","-316,27"
"23/01/2019","02:00","1.196,15","-224,99"
"23/01/2019","03:00","1.272,56","-379,25"
"23/01/2019","04:00","1.164,72","-249,24"
"23/01/2019","05:00","1.970,36","-181,76"
"23/01/2019","06:00","2.594,30","-324,24"
"23/01/2019","07:00","2.043,34","-729,93"
"23/01/2019","08:00","2.076,18","-470,09"
"23/01/2019","09:00","1.757,41","-576,92"
"23/01/2019","10:00","2.002,63","-677,07"
"23/01/2019","11:00","1.856,42","-743,98"
"23/01/2019","12:00","1.812,76","-917,26"
"23/01/2019","13:00","1.687,93","-929,23"
"23/01/2019","14:00","1.514,77","-916,69"
"23/01/2019","15:00","1.485,81","-836,71"
"23/01/2019","16:00","1.378,04","-612,33"
"23/01/2019","17:00","1.126,14","-637,17"
"23/01/2019","18:00","1.022,87","-723,27"
"23/01/2019","19:00","1.292,81","-630,49"
"23/01/2019","20:00","1.475,65","-270,31"
"23/01/2019","21:00","1.394,15","-366,38"
"23/01/2019","22:00","1.103,25","-460,11"
"23/01/2019","23:00","1.082,83","-499,05"
"24/01/2019","00:00","1.872,54","-340,07"
"24/01/2019","01:00","1.056,00","-361,91"
"24/01/2019","02:00","829,05","-520,18"
"24/01/2019","03:00","844,00","-706,78"
"24/01/2019","04:00","888,23","-765,20"
"24/01/2019","05:00","901,56","-796,24"
"24/01/2019","06:00","1.347,93","-1.312,97"
"24/01/2019","07:00","1.132,45","-759,21"
"24/01/2019","08:00","1.009,25","-944,47"
"24/01/2019","09:00","907,91","-761,86"
"24/01/2019","10:00","731,08","-993,85"
"24/01/2019","11:00","659,05","-1.704,74"
"24/01/2019","12:00","584,43","-2.115,79"
"24/01/2019","13:00","432,13","-2.082,88"
